ID do Card,Responsável,Whatsapp Nome Fornecedor,Whatsapp Número Fornecedor,Status,Status Código,Data de Criação,Última Alteração,time_status,time_timeout,Etiquetas,Prioridade,A. Status Viabilidade,B. Status Comercial,C. Status Solicitação de Contratação,D. Status Suprimentos,E. Status Implantação,F. Status Pendência do Cliente,G. Status Cancelamento,01 - NOME CARD,02 - DESCRIÇÃO,03 - PROJETO,04 - PRODUTO,05 - VELOCIDADE,06 - DESIGNAÇÃO OI,07 - DESIGNAÇÃO NAVA,08 - OS PORTAL OI,09 - ENDEREÇO,10 - BAIRRO,11 - MUNICÍPIO,12 - UF,13 - CEP,14 - SOLICITANTE OI,15 - CONTRATO,16 - TOTAL MENSAL,17 - INSTALAÇÃO,18 - GERENCIAMENTO,19 - MENSALIDADE OI,20 - CLIENTE FINAL,21 - LOCALIDADE,22 - RAZÃO SOCIAL/FORNECEDOR,23 - NOME FANTASIA,24 - MENSALIDADE DO PROVEDOR,25 - TAXA DE INSTALAÇÃO DO PROVEDOR,26 - CNPJ DO FORNECEDOR,27 - TELEFONE DE CONTATO,28 - E-MAIL DO FORNECEDOR,29 - ATENDENTE/FORNECEDOR,30 - FIDELIDADE,31 - TIPO DE CONTROLE,32 - VALOR DA MULTA DE RESCISÃO,33 - DATA ACORDADA PARA ENVIO DE NF,34 - MEIO DE ENVIO DE NF ACORDADO COM O FORNECEDOR,35 - PRIORIDADE,36 - LOJA,37 - ESCOPO TÉCNICO,38 - GATEWAY,39 - MÁSCARA,40 - IP DISPONIVEL/FIXO,41 - TIPO DE SOLICITAÇÃO,42 - VISITA DE TÉCNICA,43 - TIPO DE VISITA,44 - MOTIVO DA IMPRODUTIVA
1912078,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912077,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912076,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912075,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912074,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912073,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912072,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912071,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912070,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912069,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912068,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1912067,[A Definir],,,Lixeira,9,27/08/2025,16/09/2025,16/09/2025,-,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1911991,Anny Araújo,TECLENET SERVICOS EM TI,6199550019,Encerrados (Ativos e Cancelados),8,27/08/2025,27/08/2025,27/08/2025,-,-,Sem prioridade,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Contrato Ativo,Implantação_Instalado,-,-,PEDIDO CONEXÃO NOVA - QUERO-QUERO - LOTE 2 - LOJA 534 - FORQUILHINHA - FQA5010032,-,-,BANDA LARGA PN,50MB,FQA5010032,20505968,-,AV 25 DE JULHO 03237,CENTRO,FORQUILHINHA,RS,88850-970,-,R01158,-,-,-,-,-,-,-,-,-,-,60.551.201/0001-09,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1911987,Anny Araújo,TECLENET SOLUCOES DIGITAIS,554899550019,Encerrados (Ativos e Cancelados),8,27/08/2025,27/08/2025,27/08/2025,-,-,Sem prioridade,Viável,Comercial_Proposta Aceita,Solicitação_Viável,Suprimentos_Contrato Ativo,Implantação_Instalado,-,-,PEDIDO CONEXÃO NOVA - QUERO-QUERO - LOTE 2 - LOJA 534 - FORQUILHINHA - FQA5010032,-,-,BANDA LARGA PN,50MB,FQA5010032,20505968,-,AV 25 DE JULHO 03237,CENTRO,FORQUILHINHA,RS,88850-970,-,R01158,-,-,-,-,-,-,-,-,-,-,60.553.638/0001-81,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1911916,[A Definir],,,Lixeira,9,27/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, ALDOX",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - COBRE - VIRGINÓPOLIS - MG - COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE - VGP5011268,,-,LINK DEDICADO PN,-,VGP5011268,1274841,-,"RUA MARÇAL BARBALHO, 70",CENTRO,VIRGINÓPOLIS,MG,39730-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1910957,Assessoria Solutions,,,Cancelamento em Andamento,7,26/08/2025,19/09/2025,26/08/2025,-,"DESATIVAÇÃO, OUTROS PROVEDORES, ASSESSORIA ROBSON, CANCELAMENTO FORMALIZADO",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - A GERADORA ALUGUEL DE MÁQUINAS NOSSA SENHORA DO SOCORRO - NRO5029544,Contato Oi: Fabiana Barreto - fabiana.barreto@oi.net.br e 21 96016-1679 / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. MINAS TELECOM - 79 9959-1485 /  0800 970 9729.,-,LINK DEDICADO PN,-,NRO5029544,20501286,-,"ROD BR 101 , S/N",CENTRO,NOSSA SENHORA DO SOCORRO,SE,49160-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908432,[A Definir],,,Comercial,2,25/08/2025,19/09/2025,26/08/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,-,-,-,-,-,-,PEDIDO DE CONEXÃO NOVA - ALGAR - - IP DEDICADO - LIGHT SERVICOS DE ELETRICIDADE S A - 4,"CAROS  POR FAVOR VIABILIZAR VALORES DE ACORDO COM A DESCRIÇÃO DESTE CARD. COMO ALGAR É UM CLIENTE QUE NÃO DEFINE / do IP DEDICADO, podem ser cotados no 30 ou 32, não temos valores de target para essa solicitaçáo. COORDENADAS -22.6094387,-43.7158567",ALGAR,IP DEDICADO,20MB,-,-,-,"Rua Presidente João Goulart, nº 108",CENTRO,Paracambi,RJ,26600-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908431,[A Definir],,,Comercial,2,25/08/2025,19/09/2025,27/08/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,-,-,-,-,-,-,PEDIDO DE CONEXÃO NOVA - ALGAR - - IP DEDICADO - LIGHT SERVICOS DE ELETRICIDADE S A - 3,"CAROS  POR FAVOR VIABILIZAR VALORES DE ACORDO COM A DESCRIÇÃO DESTE CARD. COMO ALGAR É UM CLIENTE QUE NÃO DEFINE / do IP DEDICADO, podem ser cotados no 30 ou 32, não temos valores de target para essa solicitaçáo. COORDENADAS -22.7155341,-43.5595689",ALGAR,IP DEDICADO,20MB,-,-,-,"Rua Eloy Teixeira, nº 165, Centro Comercial Loja 116",CENTRO,Queimados,RJ,26383-080,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908430,[A Definir],,,Comercial,2,25/08/2025,19/09/2025,09/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,-,-,-,-,-,-,PEDIDO DE CONEXÃO NOVA - ALGAR - - IP DEDICADO - LIGHT SERVICOS DE ELETRICIDADE S A - 2,"CAROS  POR FAVOR VIABILIZAR VALORES DE ACORDO COM A DESCRIÇÃO DESTE CARD. COMO ALGAR É UM CLIENTE QUE NÃO DEFINE / do IP DEDICADO, podem ser cotados no 30 ou 32, não temos valores de target para essa solicitaçáo. COORDENADAS -22.6296747,-43.901845",ALGAR,IP DEDICADO,30MB,-,-,-,"Rua Epitácio Campos, nº 128 - Loja 1",CENTRO,Piraí,RJ,27175-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908429,[A Definir],,,Comercial,2,25/08/2025,19/09/2025,09/09/2025,-,OUTROS PROVEDORES,Sem prioridade,Viável,-,-,-,-,-,-,PEDIDO DE CONEXÃO NOVA - ALGAR - - IP DEDICADO - LIGHT SERVICOS DE ELETRICIDADE S A - 1,"CAROS  POR FAVOR VIABILIZAR VALORES DE ACORDO COM A DESCRIÇÃO DESTE CARD. COMO ALGAR É UM CLIENTE QUE NÃO DEFINE / do IP DEDICADO, podem ser cotados no 30 ou 32, não temos valores de target para essa solicitaçáo.  COORDENADAS -21.9954414,-42.9178278",ALGAR,IP DEDICADO,20MB,-,-,-,"Rua Maurício de Abreu, nº 184",CENTRO,Sapucaia,RJ,28540-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908346,[A Definir],,,Implantação,5,25/08/2025,19/09/2025,26/08/2025,-,"DESATIVAÇÃO, OUTROS PROVEDORES, LINK CANCELADO",Sem prioridade,-,-,-,-,-,-,Cancelamento_Aguardando Retirada de Equipamentos,DESATIVAÇÃO - BRADESCO - AG AUGUSTINÓPOLIS - AIO5010008,Contato Oi: Fabiana Barreto - fabiana.barreto@oi.net.br e 21 96016-1679 / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. C.B.S.INFORMATICA	63 9 988-0683 / 63 9971-0190.,-,BANDA LARGA PN,-,AIO5010008,20505766,-,"TIRADENTES, 2-A",CENTRO,AUGUSTINÓPOLIS,TO,77960-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908345,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, UNIFIQUE",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG RIO NEGRINHO - RIN5010026,,-,BANDA LARGA PN,-,RIN5010026,20505618,-,"RUA JORGE ZIPPERER, 302",CENTRO,RIO NEGRINHO,SC,89295-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908344,[A Definir],,,Cancelamento em Andamento,7,25/08/2025,19/09/2025,25/08/2025,-,"DESATIVAÇÃO, 4G, TIM",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG GRAJAU - URJ - RJO60016289,Contato Oi: Fabiana Barreto - fabiana.barreto@oi.net.br e 21 96016-1679 / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. Link 4G. IMEI do Chip TIM: 89550327001017145055 . TIM .,-,5G,-,RJO60016289,500000454,-,R. BARÃO DE MESQUITA 1079-1081,TIJUCA,RIO DE JANEIRO,RJ,36640-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908343,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, FPC ASSESSORIA",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG REMANSO - REM5011153,,-,BANDA LARGA PN,-,REM5011153,20505836,-,"CEL. JOSE CASTELO BRANCO, 380",CENTRO,REMANSO,BA,47200-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908342,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG SÃO BENTO DO UNA - SUN5011038,,-,BANDA LARGA PN,-,SUN5011038,205068987,-,"PRAÇA CÔNEGO JOÃO RODRIGUES,49",CENTRO,SÃO BENTO DO SUL,PE,55370-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908341,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - TRANCOSO - TCOS5014158,,-,BANDA LARGA PN,-,TCOS5014158,205068993,-,"RUA NOVE DE AGOSTO,108",CENTRO,TRANCOSO,BA,45818-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908340,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG RIO FORMOSO - RIF5011003,,-,BANDA LARGA PN,-,RIF5011003,205068988,-,"PRAÇA AGAMENON MAGALHÃES, 39",CENTRO,RIO FORMOSO,PE,55570-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908339,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, ALDOX",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG VILA CAPRI - AMA1983107,,-,BANDA LARGA PN,-,AMA1983107,205068991,-,"RODOVIA AMARAL PEIXOTO, 9038",CENTRO,ARARUAMA,RJ,28970-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908338,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG PAULISTANA - PUS5010831,,-,BANDA LARGA PN,-,PUS5010831,205068978,-,"Avenida Marechal Deodoro, 138",CENTRO,PAULISTANA,PI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908337,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, FPC ASSESSORIA",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG CATENDE - CTN5011486,,-,BANDA LARGA PN,-,CTN5011486,205068980,-,"AVENIDA BELA AURORA, 5",CENTRO,CATENDE,PE,55400-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908336,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG RIBEIRÃO DAS NEVES - RNS5056884,,-,BANDA LARGA PN,-,RNS5056884,205068968,-,"RUA ARI TEIXEIRA DA COSTA,262",CENTRO,RIBEIRÃO DA NEVES,MG,33805-020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908335,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, FPC ASSESSORIA",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG JAGUARIBE - JGE5053234,,-,BANDA LARGA PN,-,JGE5053234,205068944,-,"RUA SAVINO BARREIRA, 911",CENTRO,JAGUARIBE,CE,63475-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908333,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG PEDRO II - PDO5011777,,-,BANDA LARGA PN,-,PDO5011777,205068942,-,"RUA JACO UCHOA,232-",CENTRO,PEDRO I I,PI,64255-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908332,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG IMPERATRIZ - ITZ5060288,,-,BANDA LARGA PN,-,ITZ5060288,205068940,-,"AV. GETULIO VARGAS, 2196",CENTRO,IMPERATRIZ,MA,65800-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908331,Assessoria Solutions,,,Cancelamento em Andamento,7,25/08/2025,19/09/2025,25/08/2025,-,"DESATIVAÇÃO, OUTROS PROVEDORES, ASSESSORIA ROBSON, CANCELAMENTO FORMALIZADO",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG ARACI - AAC5010573,Contato Oi: Fabiana Barreto - fabiana.barreto@oi.net.br e 21 96016-1679 / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. GSI 	75 3266-3015 / 75 99128-6087.,-,BANDA LARGA PN,-,AAC5010573,205068962,-,"RUA JOSE PINHEIRO, 56",CENTRO,ARACI,BA,48760-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908330,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG ENGENHEIRO CALDAS - ENC5011958,,-,BANDA LARGA PN,-,ENC5011958,205068932,-,"PRAÇA TIRADENTES, 195",CENTRO,ENGENHEIRO CALDAS,MG,35130-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908329,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, DOT A DOT",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG BOM JARDIM - BJR1931958,,-,BANDA LARGA PN,-,BJR1931958,205068920,-,"RUA NILO PEÇANHA, 111",CENTRO,BOM JARDIM,RJ,28660-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908328,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, FPC ASSESSORIA",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - BKP AG CERES - CEE5010023,,-,BANDA LARGA PN,-,CEE5010023,205068906,-,"PRAÇA JOAO PEDROSA, 116",CENTRO,CERES,GO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908327,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, DOT A DOT",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - PAB-PAA SILVA JARDIM - SJM1933134,,-,BANDA LARGA PN,-,SJM1933134,20506896,-,"RUA DR. BORGES DE ALFRADIQUE, 56",CENTRO,SILVA JARDIM,RJ,28820-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908326,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, INFORSALITE",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG TAILÂNDIA - TLA5010888,,-,BANDA LARGA PN,-,TLA5010888,20506868,-,"TRAVESSA MOJU, 18",CENTRO,TAILÂNDIA,PA,68695-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908325,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, FPC ASSESSORIA",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG BREJO DO CRUZ - BJZ5010258,,-,BANDA LARGA PN,-,BJZ5010258,20506856,-,"RUA VALDEVINO LOBO, 4",CENTRO,BREJO DO CRUZ,PB,58890-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908324,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG VARGEM GRANDE - VGE5012047,,-,BANDA LARGA PN,-,VGE5012047,20506832,-,"PRAÇA SAO SEBASTIAO, 50",CENTRO,VARGEM GRANDE,MA,65430-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908323,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, OTIMIZY ASSESSORIA",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG ESPERANÇA - ERA5012090,,-,BANDA LARGA PN,-,ERA5012090,20506824,-,"RUA SÓLON DE LUCENA, 224",CENTRO,ESPERANÇA,PB,58135-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908322,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG BREJO DA MADRE DE DEUS - BDD5011040,,-,BANDA LARGA PN,-,BDD5011040,20506810,-,"AVENIDA CLETO CAMPELO , 398",CENTRO,BREJO DA MADRE DE DEUS,PE,55170-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908321,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, FPC ASSESSORIA",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG AÇAILÂNDIA - ACD5022627,,-,BANDA LARGA PN,-,ACD5022627,20506800,-,"RUA DORGIVAL P. SOUZA, 1140",CENTRO,AÇAILÂNDIA,MA,65930-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908320,Assessoria Solutions,,,Cancelamento em Andamento,7,25/08/2025,19/09/2025,25/08/2025,-,"DESATIVAÇÃO, OUTROS PROVEDORES, CANCELAMENTO FORMALIZADO",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG SÃO JOÃO DO RIO DO PEIXE - SXQ5010267,Contato Oi: Fabiana Barreto - fabiana.barreto@oi.net.br e 21 96016-1679 / Cliente solicitou o cancelamento do link descrito neste cartão. Motivo: Desistência do cliente final. ANDERLINE TELECOMUNICAÇÕES	 83 9991-4308 (whatsapp) / 0800 235 0070 (ligações).,-,BANDA LARGA PN,-,SXQ5010267,20506808,-,"Avenida Tabelião José Candido Dantas, 469",CENTRO,SÃO JOÃO DO RIO DO PEIXE,PB,58910-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1908319,[A Definir],,,Lixeira,9,25/08/2025,19/09/2025,19/09/2025,-,"DESATIVAÇÃO, MIDAS",Sem prioridade,-,-,-,-,-,-,Cancelamento_Solicitado,DESATIVAÇÃO - BRADESCO - AG SÃO GONÇALO DO AMARANTE - SGA5053892,,-,BANDA LARGA PN,-,SGA5053892,20506762,-,"RUA CEL NECO MARTINS, 318",CENTRO,SAO GONCALO DO AMARANTE,CE,62670-000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
